name,id,nametype,recclass,mass,fall,year,reclat,reclong,geolocation,:@computed_region_cbhk_fwbd,:@computed_region_nnqa_25f4
Aachen,1,Valid,L5,21.0,Fell,1880-01-01T00:00:00.000,50.775,6.08333,"{'latitude': '50.775', 'longitude': '6.08333'}",,
Aarhus,2,Valid,H6,720.0,Fell,1951-01-01T00:00:00.000,56.18333,10.23333,"{'latitude': '56.18333', 'longitude': '10.23333'}",,
Abee,6,Valid,EH4,107000.0,Fell,1952-01-01T00:00:00.000,54.21667,-113.0,"{'latitude': '54.21667', 'longitude': '-113.0'}",,
Acapulco,10,Valid,Acapulcoite,1914.0,Fell,1976-01-01T00:00:00.000,16.88333,-99.9,"{'latitude': '16.88333', 'longitude': '-99.9'}",,
Achiras,370,Valid,L6,780.0,Fell,1902-01-01T00:00:00.000,-33.16667,-64.95,"{'latitude': '-33.16667', 'longitude': '-64.95'}",,
Adhi Kot,379,Valid,EH4,4239.0,Fell,1919-01-01T00:00:00.000,32.1,71.8,"{'latitude': '32.1', 'longitude': '71.8'}",,
Adzhi-Bogdo (stone),390,Valid,LL3-6,910.0,Fell,1949-01-01T00:00:00.000,44.83333,95.16667,"{'latitude': '44.83333', 'longitude': '95.16667'}",,
Agen,392,Valid,H5,30000.0,Fell,1814-01-01T00:00:00.000,44.21667,0.61667,"{'latitude': '44.21667', 'longitude': '0.61667'}",,
Aguada,398,Valid,L6,1620.0,Fell,1930-01-01T00:00:00.000,-31.6,-65.23333,"{'latitude': '-31.6', 'longitude': '-65.23333'}",,
Aguila Blanca,417,Valid,L,1440.0,Fell,1920-01-01T00:00:00.000,-30.86667,-64.55,"{'latitude': '-30.86667', 'longitude': '-64.55'}",,
Aioun el Atrouss,423,Valid,Diogenite-pm,1000.0,Fell,1974-01-01T00:00:00.000,16.39806,-9.57028,"{'latitude': '16.39806', 'longitude': '-9.57028'}",,
Aïr,424,Valid,L6,24000.0,Fell,1925-01-01T00:00:00.000,19.08333,8.38333,"{'latitude': '19.08333', 'longitude': '8.38333'}",,
Aire-sur-la-Lys,425,Valid,Unknown,,Fell,1769-01-01T00:00:00.000,50.66667,2.33333,"{'latitude': '50.66667', 'longitude': '2.33333'}",,
Akaba,426,Valid,L6,779.0,Fell,1949-01-01T00:00:00.000,29.51667,35.05,"{'latitude': '29.51667', 'longitude': '35.05'}",,
Akbarpur,427,Valid,H4,1800.0,Fell,1838-01-01T00:00:00.000,29.71667,77.95,"{'latitude': '29.71667', 'longitude': '77.95'}",,
Akwanga,432,Valid,H,3000.0,Fell,1959-01-01T00:00:00.000,8.91667,8.43333,"{'latitude': '8.91667', 'longitude': '8.43333'}",,
Akyumak,433,Valid,"Iron, IVA",50000.0,Fell,1981-01-01T00:00:00.000,39.91667,42.81667,"{'latitude': '39.91667', 'longitude': '42.81667'}",,
Al Rais,446,Valid,CR2-an,160.0,Fell,1957-01-01T00:00:00.000,24.41667,39.51667,"{'latitude': '24.41667', 'longitude': '39.51667'}",,
Al Zarnkh,447,Valid,LL5,700.0,Fell,2001-01-01T00:00:00.000,13.66033,28.96,"{'latitude': '13.66033', 'longitude': '28.96'}",,
Alais,448,Valid,CI1,6000.0,Fell,1806-01-01T00:00:00.000,44.11667,4.08333,"{'latitude': '44.11667', 'longitude': '4.08333'}",,
Albareto,453,Valid,L/LL4,2000.0,Fell,1766-01-01T00:00:00.000,44.65,11.01667,"{'latitude': '44.65', 'longitude': '11.01667'}",,
Alberta,454,Valid,L,625.0,Fell,1949-01-01T00:00:00.000,2.0,22.66667,"{'latitude': '2.0', 'longitude': '22.66667'}",,
Alby sur Chéran,458,Valid,Eucrite-mmict,252.0,Fell,2002-01-01T00:00:00.000,45.82133,6.01533,"{'latitude': '45.82133', 'longitude': '6.01533'}",,
Aldsworth,461,Valid,LL5,700.0,Fell,1835-01-01T00:00:00.000,51.78333,-1.78333,"{'latitude': '51.78333', 'longitude': '-1.78333'}",,
Aleppo,462,Valid,L6,3200.0,Fell,1873-01-01T00:00:00.000,36.23333,37.13333,"{'latitude': '36.23333', 'longitude': '37.13333'}",,
Alessandria,463,Valid,H5,908.0,Fell,1860-01-01T00:00:00.000,44.88333,8.75,"{'latitude': '44.88333', 'longitude': '8.75'}",,
Alexandrovsky,465,Valid,H4,9251.0,Fell,1900-01-01T00:00:00.000,50.95,31.81667,"{'latitude': '50.95', 'longitude': '31.81667'}",,
Alfianello,466,Valid,L6,228000.0,Fell,1883-01-01T00:00:00.000,45.26667,10.15,"{'latitude': '45.26667', 'longitude': '10.15'}",,
Allegan,2276,Valid,H5,32000.0,Fell,1899-01-01T00:00:00.000,42.53333,-85.88333,"{'latitude': '42.53333', 'longitude': '-85.88333'}",50.0,429.0
Allende,2278,Valid,CV3,2000000.0,Fell,1969-01-01T00:00:00.000,26.96667,-105.31667,"{'latitude': '26.96667', 'longitude': '-105.31667'}",,
Almahata Sitta,48915,Valid,Ureilite-an,3950.0,Fell,2008-01-01T00:00:00.000,20.74575,32.41275,"{'latitude': '20.74575', 'longitude': '32.41275'}",,
Alta'ameem,2284,Valid,LL5,6000.0,Fell,1977-01-01T00:00:00.000,35.27333,44.21556,"{'latitude': '35.27333', 'longitude': '44.21556'}",,
Ambapur Nagla,2290,Valid,H5,6400.0,Fell,1895-01-01T00:00:00.000,27.66667,78.25,"{'latitude': '27.66667', 'longitude': '78.25'}",,
Andhara,2294,Valid,Stone-uncl,2700.0,Fell,1880-01-01T00:00:00.000,26.58333,85.56667,"{'latitude': '26.58333', 'longitude': '85.56667'}",,
Andover,2295,Valid,L6,3200.0,Fell,1898-01-01T00:00:00.000,44.61667,-70.75,"{'latitude': '44.61667', 'longitude': '-70.75'}",49.0,1723.0
Andreevka,2296,Valid,L3,600.0,Fell,1969-01-01T00:00:00.000,48.7,37.5,"{'latitude': '48.7', 'longitude': '37.5'}",,
Andura,2298,Valid,H6,17900.0,Fell,1939-01-01T00:00:00.000,20.88333,76.86667,"{'latitude': '20.88333', 'longitude': '76.86667'}",,
Northwest Africa 5815,50693,Valid,L5,256.8,Found,,0.0,0.0,"{'latitude': '0.0', 'longitude': '0.0'}",,
Angers,2301,Valid,L6,,Fell,1822-01-01T00:00:00.000,47.46667,-0.55,"{'latitude': '47.46667', 'longitude': '-0.55'}",,
Angra dos Reis (stone),2302,Valid,Angrite,1500.0,Fell,1869-01-01T00:00:00.000,-22.96667,-44.31667,"{'latitude': '-22.96667', 'longitude': '-44.31667'}",,
Ankober,2304,Valid,H4,6500.0,Fell,1942-01-01T00:00:00.000,9.53333,39.71667,"{'latitude': '9.53333', 'longitude': '39.71667'}",,
Anlong,2305,Valid,H5,2500.0,Fell,1971-01-01T00:00:00.000,25.15,105.18333,"{'latitude': '25.15', 'longitude': '105.18333'}",,
Aomori,2313,Valid,L6,320.0,Fell,1984-01-01T00:00:00.000,40.81056,140.78556,"{'latitude': '40.81056', 'longitude': '140.78556'}",,
Appley Bridge,2318,Valid,LL6,15000.0,Fell,1914-01-01T00:00:00.000,53.58333,-2.71667,"{'latitude': '53.58333', 'longitude': '-2.71667'}",,
Apt,2320,Valid,L6,3200.0,Fell,1803-01-01T00:00:00.000,43.86667,5.38333,"{'latitude': '43.86667', 'longitude': '5.38333'}",,
Arbol Solo,2325,Valid,H5,810.0,Fell,1954-01-01T00:00:00.000,-33.0,-66.0,"{'latitude': '-33.0', 'longitude': '-66.0'}",,
Archie,2329,Valid,H6,5070.0,Fell,1932-01-01T00:00:00.000,38.5,-94.3,"{'latitude': '38.5', 'longitude': '-94.3'}",18.0,2697.0
Arroyo Aguiar,2340,Valid,H5,7450.0,Fell,1950-01-01T00:00:00.000,-31.41667,-60.66667,"{'latitude': '-31.41667', 'longitude': '-60.66667'}",,
Asco,2345,Valid,H6,41.0,Fell,1805-01-01T00:00:00.000,42.45,9.03333,"{'latitude': '42.45', 'longitude': '9.03333'}",,
Ash Creek,48954,Valid,L6,9500.0,Fell,2009-01-01T00:00:00.000,31.805,-97.01,"{'latitude': '31.805', 'longitude': '-97.01'}",23.0,774.0
Ashdon,2346,Valid,L6,1300.0,Fell,1923-01-01T00:00:00.000,52.05,0.3,"{'latitude': '52.05', 'longitude': '0.3'}",,
Assisi,2353,Valid,H5,2000.0,Fell,1886-01-01T00:00:00.000,43.03333,12.55,"{'latitude': '43.03333', 'longitude': '12.55'}",,
Atarra,4883,Valid,L4,1280.0,Fell,1920-01-01T00:00:00.000,25.25417,80.625,"{'latitude': '25.25417', 'longitude': '80.625'}",,
Atemajac,4884,Valid,L6,94.2,Fell,1896-01-01T00:00:00.000,20.06667,-103.66667,"{'latitude': '20.06667', 'longitude': '-103.66667'}",,
Athens,4885,Valid,LL6,265.0,Fell,1933-01-01T00:00:00.000,34.75,-87.0,"{'latitude': '34.75', 'longitude': '-87.0'}",29.0,3134.0
Atoka,4888,Valid,L6,1384.2,Fell,1945-01-01T00:00:00.000,34.31667,-96.15,"{'latitude': '34.31667', 'longitude': '-96.15'}",20.0,602.0
Aubres,4893,Valid,Aubrite,800.0,Fell,1836-01-01T00:00:00.000,44.38333,5.16667,"{'latitude': '44.38333', 'longitude': '5.16667'}",,
Aumale,4899,Valid,L6,50000.0,Fell,1865-01-01T00:00:00.000,36.16667,3.66667,"{'latitude': '36.16667', 'longitude': '3.66667'}",,
Aumieres,4900,Valid,L6,2000.0,Fell,1842-01-01T00:00:00.000,44.33333,3.23333,"{'latitude': '44.33333', 'longitude': '3.23333'}",,
Ausson,4903,Valid,L5,50000.0,Fell,1858-01-01T00:00:00.000,43.08333,0.58333,"{'latitude': '43.08333', 'longitude': '0.58333'}",,
Avanhandava,4905,Valid,H4,9330.0,Fell,1952-01-01T00:00:00.000,-21.46028,-49.95083,"{'latitude': '-21.46028', 'longitude': '-49.95083'}",,
Avce,4906,Valid,"Iron, IIAB",1230.0,Fell,1908-01-01T00:00:00.000,46.0,13.5,"{'latitude': '46.0', 'longitude': '13.5'}",,
Avilez,4907,Valid,H,146.0,Fell,1855-01-01T00:00:00.000,25.0,-103.5,"{'latitude': '25.0', 'longitude': '-103.5'}",,
Awere,4910,Valid,L4,134.0,Fell,1968-01-01T00:00:00.000,2.71667,32.83333,"{'latitude': '2.71667', 'longitude': '32.83333'}",,
Aztec,4913,Valid,L6,2830.0,Fell,1938-01-01T00:00:00.000,36.8,-108.0,"{'latitude': '36.8', 'longitude': '-108.0'}",11.0,1989.0
Bachmut,4917,Valid,L6,18000.0,Fell,1814-01-01T00:00:00.000,48.6,38.0,"{'latitude': '48.6', 'longitude': '38.0'}",,
Bahjoi,4922,Valid,"Iron, IAB-sLL",10322.0,Fell,1934-01-01T00:00:00.000,28.48333,78.5,"{'latitude': '28.48333', 'longitude': '78.5'}",,
Bald Mountain,4925,Valid,L4,3700.0,Fell,1929-01-01T00:00:00.000,35.96667,-82.48333,"{'latitude': '35.96667', 'longitude': '-82.48333'}",37.0,2373.0
Baldwyn,4926,Valid,L6,345.0,Fell,1922-01-01T00:00:00.000,34.5,-88.66667,"{'latitude': '34.5', 'longitude': '-88.66667'}",32.0,495.0
Bali,4928,Valid,CV3,1000.0,Fell,1907-01-01T00:00:00.000,5.38333,16.38333,"{'latitude': '5.38333', 'longitude': '16.38333'}",,
Ban Rong Du,4934,Valid,"Iron, ungrouped",16700.0,Fell,1993-01-01T00:00:00.000,16.66667,101.18333,"{'latitude': '16.66667', 'longitude': '101.18333'}",,
Bandong,4935,Valid,LL6,11500.0,Fell,1871-01-01T00:00:00.000,-6.91667,107.6,"{'latitude': '-6.91667', 'longitude': '107.6'}",,
Bansur,4936,Valid,L6,15000.0,Fell,1892-01-01T00:00:00.000,27.7,76.33333,"{'latitude': '27.7', 'longitude': '76.33333'}",,
Banswal,4937,Valid,L5,14.0,Fell,1913-01-01T00:00:00.000,30.4,78.2,"{'latitude': '30.4', 'longitude': '78.2'}",,
Banten,4938,Valid,CM2,629.0,Fell,1933-01-01T00:00:00.000,-6.33333,106.0,"{'latitude': '-6.33333', 'longitude': '106.0'}",,
Barbotan,4942,Valid,H5,6400.0,Fell,1790-01-01T00:00:00.000,43.95,-0.05,"{'latitude': '43.95', 'longitude': '-0.05'}",,
Barcelona (stone),4944,Valid,OC,,Fell,1704-01-01T00:00:00.000,41.36667,2.16667,"{'latitude': '41.36667', 'longitude': '2.16667'}",,
Barea,4946,Valid,Mesosiderite-A1,3200.0,Fell,1842-01-01T00:00:00.000,42.38333,-2.5,"{'latitude': '42.38333', 'longitude': '-2.5'}",,
Barnaul,4947,Valid,H5,23.2,Fell,1904-01-01T00:00:00.000,52.73333,84.08333,"{'latitude': '52.73333', 'longitude': '84.08333'}",,
Barntrup,4948,Valid,LL4,17.0,Fell,1886-01-01T00:00:00.000,52.0,9.1,"{'latitude': '52.0', 'longitude': '9.1'}",,
Baroti,4949,Valid,L6,4500.0,Fell,1910-01-01T00:00:00.000,31.61667,76.8,"{'latitude': '31.61667', 'longitude': '76.8'}",,
Barwell,4954,Valid,L5,44000.0,Fell,1965-01-01T00:00:00.000,52.56528,-1.33972,"{'latitude': '52.56528', 'longitude': '-1.33972'}",,
Bassikounou,44876,Valid,H5,29560.0,Fell,2006-01-01T00:00:00.000,15.78333,-5.9,"{'latitude': '15.78333', 'longitude': '-5.9'}",,
Baszkówka,4957,Valid,L5,15500.0,Fell,1994-01-01T00:00:00.000,52.03333,20.93583,"{'latitude': '52.03333', 'longitude': '20.93583'}",,
Bath,4974,Valid,H4,21000.0,Fell,1892-01-01T00:00:00.000,45.41667,-98.31667,"{'latitude': '45.41667', 'longitude': '-98.31667'}",21.0,662.0
Bath Furnace,4975,Valid,L6,86000.0,Fell,1902-01-01T00:00:00.000,38.25,-83.75,"{'latitude': '38.25', 'longitude': '-83.75'}",36.0,1921.0
Battle Mountain,56133,Valid,L6,2900.0,Fell,2012-01-01T00:00:00.000,40.66813,-117.18913,"{'latitude': '40.66813', 'longitude': '-117.18913'}",10.0,2397.0
Bawku,4976,Valid,LL5,1557.0,Fell,1989-01-01T00:00:00.000,11.08333,-0.18333,"{'latitude': '11.08333', 'longitude': '-0.18333'}",,
Baxter,4977,Valid,L6,611.0,Fell,1916-01-01T00:00:00.000,36.75,-93.5,"{'latitude': '36.75', 'longitude': '-93.5'}",18.0,2216.0
Beardsley,4984,Valid,H5,16000.0,Fell,1929-01-01T00:00:00.000,39.8,-101.2,"{'latitude': '39.8', 'longitude': '-101.2'}",17.0,1285.0
Beaver Creek,4986,Valid,H5,14000.0,Fell,1893-01-01T00:00:00.000,51.16667,-117.33333,"{'latitude': '51.16667', 'longitude': '-117.33333'}",,
Beddgelert,4993,Valid,H5,794.0,Fell,1949-01-01T00:00:00.000,53.01667,-4.1,"{'latitude': '53.01667', 'longitude': '-4.1'}",,
Bells,5005,Valid,C2-ung,375.0,Fell,1961-01-01T00:00:00.000,33.6,-96.46667,"{'latitude': '33.6', 'longitude': '-96.46667'}",23.0,1978.0
Belville,5009,Valid,OC,,Fell,1937-01-01T00:00:00.000,-32.33333,-64.86667,"{'latitude': '-32.33333', 'longitude': '-64.86667'}",,
Benares (a),5011,Valid,LL4,3700.0,Fell,1798-01-01T00:00:00.000,25.36667,82.91667,"{'latitude': '25.36667', 'longitude': '82.91667'}",,
Benguerir,30443,Valid,LL6,25000.0,Fell,2004-01-01T00:00:00.000,32.25,-8.15,"{'latitude': '32.25', 'longitude': '-8.15'}",,
Beni M'hira,5018,Valid,L6,19000.0,Fell,2001-01-01T00:00:00.000,32.86667,10.8,"{'latitude': '32.86667', 'longitude': '10.8'}",,
Benld,5021,Valid,H6,1770.5,Fell,1938-01-01T00:00:00.000,39.08333,-89.15,"{'latitude': '39.08333', 'longitude': '-89.15'}",34.0,1869.0
Benoni,5023,Valid,H6,3880.0,Fell,1943-01-01T00:00:00.000,-26.16667,28.41667,"{'latitude': '-26.16667', 'longitude': '28.41667'}",,
Bensour,5024,Valid,LL6,45000.0,Fell,2002-01-01T00:00:00.000,30.0,-7.0,"{'latitude': '30.0', 'longitude': '-7.0'}",,
Benton,5026,Valid,LL6,2840.0,Fell,1949-01-01T00:00:00.000,45.95,-67.55,"{'latitude': '45.95', 'longitude': '-67.55'}",,
Berduc,48975,Valid,L6,270.0,Fell,2008-01-01T00:00:00.000,-31.91,-58.32833,"{'latitude': '-31.91', 'longitude': '-58.32833'}",,
Béréba,5028,Valid,Eucrite-mmict,18000.0,Fell,1924-01-01T00:00:00.000,11.65,-3.65,"{'latitude': '11.65', 'longitude': '-3.65'}",,
Berlanguillas,5029,Valid,L6,1440.0,Fell,1811-01-01T00:00:00.000,41.68333,-3.8,"{'latitude': '41.68333', 'longitude': '-3.8'}",,
Berthoud,47355,Valid,Eucrite-mmict,960.0,Fell,2004-01-01T00:00:00.000,40.30583,-105.02325,"{'latitude': '40.30583', 'longitude': '-105.02325'}",9.0,1072.0
Bethlehem,5032,Valid,H,13.9,Fell,1859-01-01T00:00:00.000,42.53333,-73.83333,"{'latitude': '42.53333', 'longitude': '-73.83333'}",47.0,2030.0
Beuste,5034,Valid,L5,2000.0,Fell,1859-01-01T00:00:00.000,43.21667,-0.23333,"{'latitude': '43.21667', 'longitude': '-0.23333'}",,
Beyrout,5035,Valid,LL3.8,1100.0,Fell,1921-01-01T00:00:00.000,33.88333,35.5,"{'latitude': '33.88333', 'longitude': '35.5'}",,
Bhagur,5037,Valid,L6,18.0,Fell,1877-01-01T00:00:00.000,20.88333,74.83333,"{'latitude': '20.88333', 'longitude': '74.83333'}",,
Bhawad,36591,Valid,LL6,678.0,Fell,2002-01-01T00:00:00.000,26.50833,73.11528,"{'latitude': '26.50833', 'longitude': '73.11528'}",,
Bherai,5039,Valid,L6,100.0,Fell,1893-01-01T00:00:00.000,20.83333,71.46667,"{'latitude': '20.83333', 'longitude': '71.46667'}",,
Bhola,5040,Valid,LL3-6,1047.0,Fell,1940-01-01T00:00:00.000,22.68333,90.65,"{'latitude': '22.68333', 'longitude': '90.65'}",,
Bholghati,5041,Valid,Howardite,2500.0,Fell,1905-01-01T00:00:00.000,22.08333,86.9,"{'latitude': '22.08333', 'longitude': '86.9'}",,
Bialystok,5042,Valid,Eucrite-pmict,4000.0,Fell,1827-01-01T00:00:00.000,53.1,23.2,"{'latitude': '53.1', 'longitude': '23.2'}",,
Bielokrynitschie,5043,Valid,H4,1900.0,Fell,1887-01-01T00:00:00.000,50.13333,27.16667,"{'latitude': '50.13333', 'longitude': '27.16667'}",,
Bilanga,5045,Valid,Diogenite,25000.0,Fell,1999-01-01T00:00:00.000,12.45,-0.08333,"{'latitude': '12.45', 'longitude': '-0.08333'}",,
Binningup,5051,Valid,H5,488.1,Fell,1984-01-01T00:00:00.000,-33.15639,115.67639,"{'latitude': '-33.15639', 'longitude': '115.67639'}",,
Birni N'konni,5056,Valid,H4,560.0,Fell,1923-01-01T00:00:00.000,13.76667,5.3,"{'latitude': '13.76667', 'longitude': '5.3'}",,
Bishopville,5059,Valid,Aubrite,6000.0,Fell,1843-01-01T00:00:00.000,34.16667,-80.28333,"{'latitude': '34.16667', 'longitude': '-80.28333'}",33.0,657.0
Bishunpur,5060,Valid,LL3.15,1039.0,Fell,1895-01-01T00:00:00.000,25.38333,82.6,"{'latitude': '25.38333', 'longitude': '82.6'}",,
Bjelaja Zerkov,5063,Valid,H6,1850.0,Fell,1796-01-01T00:00:00.000,49.78333,30.16667,"{'latitude': '49.78333', 'longitude': '30.16667'}",,
Bjurböle,5064,Valid,L/LL4,330000.0,Fell,1899-01-01T00:00:00.000,60.4,25.8,"{'latitude': '60.4', 'longitude': '25.8'}",,
Black Moshannan Park,5065,Valid,L5,705.0,Fell,1941-01-01T00:00:00.000,40.91667,-78.08333,"{'latitude': '40.91667', 'longitude': '-78.08333'}",48.0,2495.0
Blackwell,5068,Valid,L5,2381.0,Fell,1906-01-01T00:00:00.000,36.83333,-97.33333,"{'latitude': '36.83333', 'longitude': '-97.33333'}",20.0,2164.0
Blanket,5071,Valid,L6,5100.0,Fell,1909-01-01T00:00:00.000,31.83333,-98.83333,"{'latitude': '31.83333', 'longitude': '-98.83333'}",23.0,3063.0
Blansko,5072,Valid,H6,470.0,Fell,1833-01-01T00:00:00.000,49.36667,16.63333,"{'latitude': '49.36667', 'longitude': '16.63333'}",,
Bloomington,5076,Valid,LL6,67.8,Fell,1938-01-01T00:00:00.000,40.48,-89.00417,"{'latitude': '40.48', 'longitude': '-89.00417'}",34.0,1795.0
Bo Xian,5090,Valid,LL3.9,7500.0,Fell,1977-01-01T00:00:00.000,33.83333,115.83333,"{'latitude': '33.83333', 'longitude': '115.83333'}",,
Bocas,5093,Valid,L6,56.0,Fell,1804-01-01T00:00:00.000,23.0,-102.0,"{'latitude': '23.0', 'longitude': '-102.0'}",,
Bogou,5097,Valid,"Iron, IAB-MG",8800.0,Fell,1962-01-01T00:00:00.000,12.5,0.7,"{'latitude': '12.5', 'longitude': '0.7'}",,
Boguslavka,5098,Valid,"Iron, IIAB",256000.0,Fell,1916-01-01T00:00:00.000,44.55,131.63333,"{'latitude': '44.55', 'longitude': '131.63333'}",,
Borgo San Donino,5110,Valid,LL6,1676.0,Fell,1808-01-01T00:00:00.000,44.86667,10.05,"{'latitude': '44.86667', 'longitude': '10.05'}",,
Bori,5111,Valid,L6,8600.0,Fell,1894-01-01T00:00:00.000,21.95,78.03333,"{'latitude': '21.95', 'longitude': '78.03333'}",,
Boriskino,5112,Valid,CM2,1342.0,Fell,1930-01-01T00:00:00.000,54.23333,52.48333,"{'latitude': '54.23333', 'longitude': '52.48333'}",,
Borkut,5113,Valid,L5,7000.0,Fell,1852-01-01T00:00:00.000,48.15,24.28333,"{'latitude': '48.15', 'longitude': '24.28333'}",,
Borodino,5114,Valid,H5,500.0,Fell,1812-01-01T00:00:00.000,55.46667,35.86667,"{'latitude': '55.46667', 'longitude': '35.86667'}",,
Botschetschki,5117,Valid,L4,614.0,Fell,1823-01-01T00:00:00.000,51.33333,33.88333,"{'latitude': '51.33333', 'longitude': '33.88333'}",,
Boumdeid (2003),57168,Valid,L6,190.0,Fell,2003-01-01T00:00:00.000,17.71067,-11.3715,"{'latitude': '17.71067', 'longitude': '-11.3715'}",,
Boumdeid (2011),57167,Valid,L6,3599.0,Fell,2011-01-01T00:00:00.000,17.17493,-11.34133,"{'latitude': '17.17493', 'longitude': '-11.34133'}",,
Bovedy,5121,Valid,L3,5460.0,Fell,1969-01-01T00:00:00.000,54.56667,-6.33333,"{'latitude': '54.56667', 'longitude': '-6.33333'}",,
Bradford Woods,5128,Valid,L,762.0,Fell,1886-01-01T00:00:00.000,40.5,-80.08333,"{'latitude': '40.5', 'longitude': '-80.08333'}",48.0,2455.0
Braunau,5133,Valid,"Iron, IIAB",39000.0,Fell,1847-01-01T00:00:00.000,50.6,16.3,"{'latitude': '50.6', 'longitude': '16.3'}",,
Breitscheid,5134,Valid,H5,1500.0,Fell,1956-01-01T00:00:00.000,50.66694,8.18361,"{'latitude': '50.66694', 'longitude': '8.18361'}",,
Bremervörde,5135,Valid,H/L3.9,7250.0,Fell,1855-01-01T00:00:00.000,53.4,9.1,"{'latitude': '53.4', 'longitude': '9.1'}",,
Brient,5140,Valid,Eucrite-pmict,219.0,Fell,1933-01-01T00:00:00.000,52.13333,59.31667,"{'latitude': '52.13333', 'longitude': '59.31667'}",,
Bruderheim,5156,Valid,L6,303000.0,Fell,1960-01-01T00:00:00.000,53.9,-112.88333,"{'latitude': '53.9', 'longitude': '-112.88333'}",,
Bukhara,30448,Valid,CV3,5300.0,Fell,2001-01-01T00:00:00.000,39.77978,64.60035,"{'latitude': '39.77978', 'longitude': '64.60035'}",,
Bulls Run,5163,Valid,Iron?,2250.0,Fell,1964-01-01T00:00:00.000,,,,,
Bunburra Rockhole,48653,Valid,Eucrite,324.0,Fell,2007-01-01T00:00:00.000,-31.35,129.19,"{'latitude': '-31.35', 'longitude': '129.19'}",,
Bununu,5165,Valid,Howardite,357.0,Fell,1942-01-01T00:00:00.000,10.01667,9.58333,"{'latitude': '10.01667', 'longitude': '9.58333'}",,
Bur-Gheluai,5169,Valid,H5,120000.0,Fell,1919-01-01T00:00:00.000,5.0,48.0,"{'latitude': '5.0', 'longitude': '48.0'}",,
Burnwell,5175,Valid,H4-an,1504.0,Fell,1990-01-01T00:00:00.000,37.62194,-82.23722,"{'latitude': '37.62194', 'longitude': '-82.23722'}",36.0,256.0
Bursa,5177,Valid,L6,25000.0,Fell,1946-01-01T00:00:00.000,40.2,29.23333,"{'latitude': '40.2', 'longitude': '29.23333'}",,
Buschhof,5178,Valid,L6,5000.0,Fell,1863-01-01T00:00:00.000,46.45,25.78333,"{'latitude': '46.45', 'longitude': '25.78333'}",,
Bustee,5181,Valid,Aubrite,1500.0,Fell,1852-01-01T00:00:00.000,26.78333,82.83333,"{'latitude': '26.78333', 'longitude': '82.83333'}",,
Butsura,5183,Valid,H6,29000.0,Fell,1861-01-01T00:00:00.000,27.08333,84.08333,"{'latitude': '27.08333', 'longitude': '84.08333'}",,
Buzzard Coulee,48654,Valid,H4,41000.0,Fell,2008-01-01T00:00:00.000,52.996,-109.84817,"{'latitude': '52.996', 'longitude': '-109.84817'}",,
Cabezo de Mayo,5185,Valid,L/LL6,25000.0,Fell,1870-01-01T00:00:00.000,37.98333,-1.16667,"{'latitude': '37.98333', 'longitude': '-1.16667'}",,
Cabin Creek,5186,Valid,"Iron, IIIAB",48500.0,Fell,1886-01-01T00:00:00.000,35.5,-93.5,"{'latitude': '35.5', 'longitude': '-93.5'}",15.0,1029.0
Cacak,5187,Valid,OC,212.0,Fell,1919-01-01T00:00:00.000,43.83889,20.33333,"{'latitude': '43.83889', 'longitude': '20.33333'}",,
Cali,45976,Valid,H/L4,478.0,Fell,2007-01-01T00:00:00.000,3.405,-76.51,"{'latitude': '3.405', 'longitude': '-76.51'}",,
Calivo,5200,Valid,Stone-uncl,2400.0,Fell,1916-01-01T00:00:00.000,11.75,122.33333,"{'latitude': '11.75', 'longitude': '122.33333'}",,
Campos Sales,5249,Valid,L5,23680.0,Fell,1991-01-01T00:00:00.000,-7.03333,-40.16667,"{'latitude': '-7.03333', 'longitude': '-40.16667'}",,
Çanakkale,5250,Valid,L6,4000.0,Fell,1964-01-01T00:00:00.000,39.8,26.6,"{'latitude': '39.8', 'longitude': '26.6'}",,
Cañellas,5251,Valid,H4,945.0,Fell,1861-01-01T00:00:00.000,41.25,1.66667,"{'latitude': '41.25', 'longitude': '1.66667'}",,
Cangas de Onis,5252,Valid,H5,34000.0,Fell,1866-01-01T00:00:00.000,43.38333,-5.15,"{'latitude': '43.38333', 'longitude': '-5.15'}",,
Canon City,5253,Valid,H6,1400.0,Fell,1973-01-01T00:00:00.000,38.47028,-105.24139,"{'latitude': '38.47028', 'longitude': '-105.24139'}",9.0,1448.0
Cape Girardeau,5260,Valid,H6,2300.0,Fell,1846-01-01T00:00:00.000,37.26667,-89.58333,"{'latitude': '37.26667', 'longitude': '-89.58333'}",18.0,2695.0
Capilla del Monte,5264,Valid,H6,750.0,Fell,1934-01-01T00:00:00.000,-30.88333,-64.55,"{'latitude': '-30.88333', 'longitude': '-64.55'}",,
Carancas,45817,Valid,H4-5,342.0,Fell,2007-01-01T00:00:00.000,-16.66444,-69.04389,"{'latitude': '-16.66444', 'longitude': '-69.04389'}",,
Caratash,5265,Valid,LL6,8.0,Fell,1902-01-01T00:00:00.000,38.5,27.0,"{'latitude': '38.5', 'longitude': '27.0'}",,
Castalia,5291,Valid,H5,7300.0,Fell,1874-01-01T00:00:00.000,36.08333,-78.06667,"{'latitude': '36.08333', 'longitude': '-78.06667'}",37.0,648.0
Castel Berardenga,5292,Valid,Stone-uncl,,Fell,1791-01-01T00:00:00.000,43.35,11.5,"{'latitude': '43.35', 'longitude': '11.5'}",,
